date,sku,qty,price,customer_id,warehouse
2025-05-01,A-200,25,100.0,CUST-009,WH-01
2025-05-01,A-200,13,100.0,CUST-018,WH-01
2025-05-01,A-200,12,100.0,CUST-019,WH-01
2025-06-01,A-200,17,100.0,CUST-005,WH-01
2025-06-01,A-200,12,100.0,CUST-010,WH-01
2025-06-01,A-200,9,100.0,CUST-014,WH-01
2025-06-01,A-200,12,100.0,CUST-016,WH-01
2025-07-01,A-200,15,100.0,CUST-003,WH-01
2025-07-01,A-200,15,100.0,CUST-011,WH-01
2025-07-01,A-200,19,100.0,CUST-012,WH-01
2025-07-01,A-200,17,100.0,CUST-015,WH-01
2025-08-01,A-200,14,100.0,CUST-003,WH-01
2025-08-01,A-200,13,100.0,CUST-005,WH-01
2025-08-01,A-200,13,100.0,CUST-008,WH-01
2025-08-01,A-200,10,100.0,CUST-018,WH-01
2025-09-01,A-200,22,100.0,CUST-001,WH-01
2025-09-01,A-200,16,100.0,CUST-007,WH-01
2025-09-01,A-200,10,100.0,CUST-012,WH-01
2025-09-01,A-200,15,100.0,CUST-017,WH-01
2025-10-01,A-200,21,100.0,CUST-003,WH-01
2025-10-01,A-200,11,100.0,CUST-009,WH-01
2025-10-01,A-200,14,100.0,CUST-010,WH-01
2025-10-01,A-200,20,100.0,CUST-017,WH-01
2025-11-01,A-200,32,100.0,CUST-002,WH-01
2025-11-01,A-200,36,100.0,CUST-007,WH-01
2025-11-01,A-200,35,100.0,CUST-008,WH-01
2025-11-01,A-200,35,100.0,CUST-010,WH-01
2025-12-01,A-200,41,100.0,CUST-002,WH-01
2025-12-01,A-200,37,100.0,CUST-007,WH-01
2025-12-01,A-200,37,100.0,CUST-015,WH-01
2025-12-01,A-200,40,100.0,CUST-018,WH-01
2026-01-01,A-200,37,100.0,CUST-002,WH-01
2026-01-01,A-200,38,100.0,CUST-004,WH-01
2026-01-01,A-200,35,100.0,CUST-007,WH-01
2026-01-01,A-200,26,100.0,CUST-008,WH-01
2026-02-01,A-200,18,100.0,CUST-010,WH-01
2026-02-01,A-200,16,100.0,CUST-011,WH-01
2026-02-01,A-200,13,100.0,CUST-013,WH-01
2026-02-01,A-200,15,100.0,CUST-018,WH-01
2026-03-01,A-200,17,100.0,CUST-007,WH-01
2026-03-01,A-200,17,100.0,CUST-010,WH-01
2026-03-01,A-200,12,100.0,CUST-011,WH-01
2026-03-01,A-200,12,100.0,CUST-018,WH-01
2026-04-01,A-200,12,100.0,CUST-001,WH-01
2026-04-01,A-200,15,100.0,CUST-003,WH-01
2026-04-01,A-200,8,100.0,CUST-010,WH-01
2026-04-01,A-200,16,100.0,CUST-012,WH-01
2026-05-01,A-200,20,100.0,CUST-002,WH-01
2026-05-01,A-200,19,100.0,CUST-011,WH-01
2026-05-01,A-200,13,100.0,CUST-015,WH-01
2026-05-01,A-200,9,100.0,CUST-019,WH-01
2026-06-01,A-200,17,100.0,CUST-003,WH-01
2026-06-01,A-200,7,100.0,CUST-007,WH-01
2026-06-01,A-200,13,100.0,CUST-011,WH-01
2026-06-01,A-200,18,100.0,CUST-014,WH-01
2026-07-01,A-200,20,100.0,CUST-002,WH-01
2026-07-01,A-200,17,100.0,CUST-004,WH-01
2026-07-01,A-200,18,100.0,CUST-011,WH-01
2026-07-01,A-200,14,100.0,CUST-015,WH-01
2026-08-01,A-200,20,100.0,CUST-002,WH-01
2026-08-01,A-200,13,100.0,CUST-004,WH-01
2026-08-01,A-200,19,100.0,CUST-013,WH-01
2026-08-01,A-200,13,100.0,CUST-020,WH-01
2026-09-01,A-200,13,100.0,CUST-004,WH-01
2026-09-01,A-200,13,100.0,CUST-006,WH-01
2026-09-01,A-200,18,100.0,CUST-013,WH-01
2026-09-01,A-200,6,100.0,CUST-018,WH-01
2024-10-01,A-300,12,100.0,CUST-003,WH-01
2024-10-01,A-300,11,100.0,CUST-008,WH-01
2024-10-01,A-300,8,100.0,CUST-014,WH-01
2024-10-01,A-300,9,100.0,CUST-017,WH-01
2024-11-01,A-300,7,100.0,CUST-009,WH-01
2024-11-01,A-300,10,100.0,CUST-011,WH-01
2024-11-01,A-300,16,100.0,CUST-013,WH-01
2024-11-01,A-300,9,100.0,CUST-018,WH-01
2024-12-01,A-300,16,100.0,CUST-001,WH-01
2024-12-01,A-300,12,100.0,CUST-002,WH-01
2024-12-01,A-300,5,100.0,CUST-012,WH-01
2024-12-01,A-300,12,100.0,CUST-019,WH-01
2025-01-01,A-300,21,100.0,CUST-001,WH-01
2025-01-01,A-300,6,100.0,CUST-005,WH-01
2025-01-01,A-300,7,100.0,CUST-008,WH-01
2025-01-01,A-300,13,100.0,CUST-009,WH-01
2025-02-01,A-300,13,100.0,CUST-001,WH-01
2025-02-01,A-300,15,100.0,CUST-002,WH-01
2025-02-01,A-300,10,100.0,CUST-009,WH-01
2025-02-01,A-300,11,100.0,CUST-017,WH-01
2025-03-01,A-300,12,100.0,CUST-003,WH-01
2025-03-01,A-300,13,100.0,CUST-011,WH-01
2025-03-01,A-300,11,100.0,CUST-012,WH-01
2025-03-01,A-300,15,100.0,CUST-018,WH-01
2025-04-01,A-300,13,100.0,CUST-009,WH-01
2025-04-01,A-300,10,100.0,CUST-011,WH-01
2025-04-01,A-300,18,100.0,CUST-012,WH-01
2025-04-01,A-300,13,100.0,CUST-018,WH-01
2025-05-01,A-300,16,100.0,CUST-001,WH-01
2025-05-01,A-300,16,100.0,CUST-002,WH-01
2025-05-01,A-300,11,100.0,CUST-011,WH-01
2025-05-01,A-300,13,100.0,CUST-018,WH-01
2025-06-01,A-300,13,100.0,CUST-009,WH-01
2025-06-01,A-300,18,100.0,CUST-012,WH-01
2025-06-01,A-300,8,100.0,CUST-014,WH-01
2025-06-01,A-300,19,100.0,CUST-020,WH-01
2025-07-01,A-300,16,100.0,CUST-004,WH-01
2025-07-01,A-300,13,100.0,CUST-011,WH-01
2025-07-01,A-300,18,100.0,CUST-013,WH-01
2025-07-01,A-300,13,100.0,CUST-016,WH-01
2025-08-01,A-300,14,100.0,CUST-003,WH-01
2025-08-01,A-300,24,100.0,CUST-010,WH-01
2025-08-01,A-300,15,100.0,CUST-014,WH-01
2025-08-01,A-300,10,100.0,CUST-019,WH-01
2025-09-01,A-300,19,100.0,CUST-011,WH-01
2025-09-01,A-300,14,100.0,CUST-016,WH-01
2025-09-01,A-300,15,100.0,CUST-019,WH-01
2025-09-01,A-300,17,100.0,CUST-020,WH-01
2025-10-01,A-300,17,100.0,CUST-001,WH-01
2025-10-01,A-300,17,100.0,CUST-005,WH-01
2025-10-01,A-300,19,100.0,CUST-017,WH-01
2025-10-01,A-300,12,100.0,CUST-018,WH-01
2025-11-01,A-300,16,100.0,CUST-004,WH-01
2025-11-01,A-300,20,100.0,CUST-014,WH-01
2025-11-01,A-300,17,100.0,CUST-017,WH-01
2025-11-01,A-300,15,100.0,CUST-019,WH-01
2025-12-01,A-300,21,100.0,CUST-004,WH-01
2025-12-01,A-300,21,100.0,CUST-012,WH-01
2025-12-01,A-300,16,100.0,CUST-015,WH-01
2025-12-01,A-300,13,100.0,CUST-018,WH-01
2026-01-01,A-300,14,100.0,CUST-001,WH-01
2026-01-01,A-300,26,100.0,CUST-007,WH-01
2026-01-01,A-300,19,100.0,CUST-009,WH-01
2026-01-01,A-300,16,100.0,CUST-011,WH-01
2026-02-01,A-300,16,100.0,CUST-005,WH-01
2026-02-01,A-300,27,100.0,CUST-008,WH-01
2026-02-01,A-300,15,100.0,CUST-013,WH-01
2026-02-01,A-300,20,100.0,CUST-016,WH-01
2026-03-01,A-300,22,100.0,CUST-006,WH-01
2026-03-01,A-300,18,100.0,CUST-010,WH-01
2026-03-01,A-300,20,100.0,CUST-014,WH-01
2026-03-01,A-300,21,100.0,CUST-017,WH-01
2026-04-01,A-300,20,100.0,CUST-003,WH-01
2026-04-01,A-300,25,100.0,CUST-013,WH-01
2026-04-01,A-300,23,100.0,CUST-016,WH-01
2026-04-01,A-300,16,100.0,CUST-017,WH-01
2026-05-01,A-300,19,100.0,CUST-004,WH-01
2026-05-01,A-300,28,100.0,CUST-011,WH-01
2026-05-01,A-300,20,100.0,CUST-015,WH-01
2026-05-01,A-300,20,100.0,CUST-016,WH-01
2026-06-01,A-300,36,100.0,CUST-006,WH-01
2026-06-01,A-300,25,100.0,CUST-009,WH-01
2026-06-01,A-300,14,100.0,CUST-011,WH-01
2026-06-01,A-300,15,100.0,CUST-016,WH-01
2026-07-01,A-300,24,100.0,CUST-001,WH-01
2026-07-01,A-300,23,100.0,CUST-004,WH-01
2026-07-01,A-300,29,100.0,CUST-006,WH-01
2026-07-01,A-300,18,100.0,CUST-009,WH-01
2026-08-01,A-300,35,100.0,CUST-006,WH-01
2026-08-01,A-300,19,100.0,CUST-007,WH-01
2026-08-01,A-300,23,100.0,CUST-008,WH-01
2026-08-01,A-300,20,100.0,CUST-019,WH-01
2026-09-01,A-300,28,100.0,CUST-001,WH-01
2026-09-01,A-300,22,100.0,CUST-004,WH-01
2026-09-01,A-300,33,100.0,CUST-006,WH-01
2026-09-01,A-300,17,100.0,CUST-011,WH-01
2024-10-01,A-400,21,100.0,CUST-001,WH-01
2024-10-01,A-400,16,100.0,CUST-003,WH-01
2024-10-01,A-400,24,100.0,CUST-014,WH-01
2024-10-01,A-400,31,100.0,CUST-018,WH-01
2024-11-01,A-400,26,100.0,CUST-004,WH-01
2024-11-01,A-400,21,100.0,CUST-014,WH-01
2024-11-01,A-400,21,100.0,CUST-015,WH-01
2024-11-01,A-400,26,100.0,CUST-016,WH-01
2024-12-01,A-400,22,100.0,CUST-012,WH-01
2024-12-01,A-400,23,100.0,CUST-015,WH-01
2024-12-01,A-400,23,100.0,CUST-017,WH-01
2024-12-01,A-400,22,100.0,CUST-018,WH-01
2025-01-01,A-400,24,100.0,CUST-001,WH-01
2025-01-01,A-400,22,100.0,CUST-005,WH-01
2025-01-01,A-400,13,100.0,CUST-014,WH-01
2025-01-01,A-400,31,100.0,CUST-020,WH-01
2025-02-01,A-400,23,100.0,CUST-001,WH-01
2025-02-01,A-400,21,100.0,CUST-010,WH-01
2025-02-01,A-400,29,100.0,CUST-014,WH-01
2025-02-01,A-400,22,100.0,CUST-020,WH-01
2025-03-01,A-400,18,100.0,CUST-004,WH-01
2025-03-01,A-400,25,100.0,CUST-011,WH-01
2025-03-01,A-400,27,100.0,CUST-015,WH-01
2025-03-01,A-400,15,100.0,CUST-020,WH-01
2025-04-01,A-400,21,100.0,CUST-002,WH-01
2025-04-01,A-400,24,100.0,CUST-007,WH-01
2025-04-01,A-400,22,100.0,CUST-010,WH-01
2025-04-01,A-400,24,100.0,CUST-012,WH-01
2025-05-01,A-400,23,100.0,CUST-004,WH-01
2025-05-01,A-400,18,100.0,CUST-011,WH-01
2025-05-01,A-400,23,100.0,CUST-013,WH-01
2025-05-01,A-400,24,100.0,CUST-015,WH-01
2025-06-01,A-400,24,100.0,CUST-001,WH-01
2025-06-01,A-400,21,100.0,CUST-004,WH-01
2025-06-01,A-400,24,100.0,CUST-012,WH-01
2025-06-01,A-400,23,100.0,CUST-017,WH-01
2025-07-01,A-400,23,100.0,CUST-005,WH-01
2025-07-01,A-400,20,100.0,CUST-009,WH-01
2025-07-01,A-400,22,100.0,CUST-010,WH-01
2025-07-01,A-400,21,100.0,CUST-020,WH-01
2025-08-01,A-400,30,100.0,CUST-010,WH-01
2025-08-01,A-400,22,100.0,CUST-011,WH-01
2025-08-01,A-400,20,100.0,CUST-015,WH-01
2025-08-01,A-400,19,100.0,CUST-016,WH-01
2025-09-01,A-400,13,100.0,CUST-001,WH-01
2025-09-01,A-400,29,100.0,CUST-016,WH-01
2025-09-01,A-400,28,100.0,CUST-017,WH-01
2025-09-01,A-400,20,100.0,CUST-018,WH-01
2025-10-01,A-400,20,100.0,CUST-005,WH-01
2025-10-01,A-400,27,100.0,CUST-006,WH-01
2025-10-01,A-400,22,100.0,CUST-010,WH-01
2025-10-01,A-400,25,100.0,CUST-016,WH-01
2025-11-01,A-400,23,100.0,CUST-004,WH-01
2025-11-01,A-400,24,100.0,CUST-010,WH-01
2025-11-01,A-400,18,100.0,CUST-011,WH-01
2025-11-01,A-400,22,100.0,CUST-020,WH-01
2025-12-01,A-400,30,100.0,CUST-007,WH-01
2025-12-01,A-400,24,100.0,CUST-013,WH-01
2025-12-01,A-400,16,100.0,CUST-017,WH-01
2025-12-01,A-400,20,100.0,CUST-019,WH-01
2026-01-01,A-400,11,100.0,CUST-010,WH-01
2026-01-01,A-400,22,100.0,CUST-014,WH-01
2026-01-01,A-400,33,100.0,CUST-018,WH-01
2026-01-01,A-400,23,100.0,CUST-019,WH-01
2026-02-01,A-400,21,100.0,CUST-004,WH-01
2026-02-01,A-400,23,100.0,CUST-012,WH-01
2026-02-01,A-400,27,100.0,CUST-015,WH-01
2026-02-01,A-400,24,100.0,CUST-016,WH-01
2026-03-01,A-400,17,100.0,CUST-003,WH-01
2026-03-01,A-400,21,100.0,CUST-007,WH-01
2026-03-01,A-400,18,100.0,CUST-018,WH-01
2026-03-01,A-400,33,100.0,CUST-019,WH-01
2026-04-01,A-400,6,100.0,CUST-010,WH-01
2026-04-01,A-400,3,100.0,CUST-015,WH-01
2026-04-01,A-400,6,100.0,CUST-018,WH-01
2026-04-01,A-400,5,100.0,CUST-019,WH-01
2026-05-01,A-400,5,100.0,CUST-003,WH-01
2026-05-01,A-400,6,100.0,CUST-005,WH-01
2026-05-01,A-400,5,100.0,CUST-013,WH-01
2026-05-01,A-400,4,100.0,CUST-020,WH-01
2026-06-01,A-400,19,100.0,CUST-002,WH-01
2026-06-01,A-400,24,100.0,CUST-007,WH-01
2026-06-01,A-400,29,100.0,CUST-016,WH-01
2026-06-01,A-400,19,100.0,CUST-017,WH-01
2026-07-01,A-400,20,100.0,CUST-001,WH-01
2026-07-01,A-400,21,100.0,CUST-002,WH-01
2026-07-01,A-400,24,100.0,CUST-016,WH-01
2026-07-01,A-400,23,100.0,CUST-018,WH-01
2026-08-01,A-400,24,100.0,CUST-008,WH-01
2026-08-01,A-400,33,100.0,CUST-010,WH-01
2026-08-01,A-400,11,100.0,CUST-019,WH-01
2026-08-01,A-400,21,100.0,CUST-020,WH-01
2026-09-01,A-400,22,100.0,CUST-002,WH-01
2026-09-01,A-400,22,100.0,CUST-004,WH-01
2026-09-01,A-400,19,100.0,CUST-006,WH-01
2026-09-01,A-400,28,100.0,CUST-017,WH-01
2024-10-01,A-500,10,100.0,CUST-002,WH-01
2024-10-01,A-500,15,100.0,CUST-006,WH-01
2024-10-01,A-500,18,100.0,CUST-017,WH-01
2024-10-01,A-500,11,100.0,CUST-018,WH-01
2024-11-01,A-500,12,100.0,CUST-004,WH-01
2024-11-01,A-500,13,100.0,CUST-006,WH-01
2024-11-01,A-500,14,100.0,CUST-009,WH-01
2024-11-01,A-500,12,100.0,CUST-019,WH-01
2024-12-01,A-500,9,100.0,CUST-001,WH-01
2024-12-01,A-500,19,100.0,CUST-010,WH-01
2024-12-01,A-500,7,100.0,CUST-016,WH-01
2024-12-01,A-500,9,100.0,CUST-018,WH-01
2025-01-01,A-500,9,100.0,CUST-005,WH-01
2025-01-01,A-500,11,100.0,CUST-006,WH-01
2025-01-01,A-500,13,100.0,CUST-011,WH-01
2025-01-01,A-500,9,100.0,CUST-016,WH-01
2025-02-01,A-500,11,100.0,CUST-004,WH-01
2025-02-01,A-500,11,100.0,CUST-005,WH-01
2025-02-01,A-500,11,100.0,CUST-019,WH-01
2025-02-01,A-500,11,100.0,CUST-020,WH-01
2025-03-01,A-500,9,100.0,CUST-001,WH-01
2025-03-01,A-500,8,100.0,CUST-008,WH-01
2025-03-01,A-500,15,100.0,CUST-017,WH-01
2025-03-01,A-500,15,100.0,CUST-019,WH-01
2025-04-01,A-500,12,100.0,CUST-009,WH-01
2025-04-01,A-500,9,100.0,CUST-010,WH-01
2025-04-01,A-500,16,100.0,CUST-013,WH-01
2025-04-01,A-500,12,100.0,CUST-017,WH-01
2025-05-01,A-500,12,100.0,CUST-004,WH-01
2025-05-01,A-500,13,100.0,CUST-010,WH-01
2025-05-01,A-500,7,100.0,CUST-011,WH-01
2025-05-01,A-500,19,100.0,CUST-012,WH-01
2025-06-01,A-500,13,100.0,CUST-007,WH-01
2025-06-01,A-500,11,100.0,CUST-010,WH-01
2025-06-01,A-500,11,100.0,CUST-017,WH-01
2025-06-01,A-500,13,100.0,CUST-020,WH-01
2025-07-01,A-500,10,100.0,CUST-007,WH-01
2025-07-01,A-500,19,100.0,CUST-011,WH-01
2025-07-01,A-500,14,100.0,CUST-012,WH-01
2025-07-01,A-500,11,100.0,CUST-019,WH-01
2025-08-01,A-500,7,100.0,CUST-002,WH-01
2025-08-01,A-500,19,100.0,CUST-010,WH-01
2025-08-01,A-500,11,100.0,CUST-019,WH-01
2025-08-01,A-500,13,100.0,CUST-020,WH-01
2025-09-01,A-500,12,100.0,CUST-002,WH-01
2025-09-01,A-500,12,100.0,CUST-012,WH-01
2025-09-01,A-500,5,100.0,CUST-015,WH-01
2025-09-01,A-500,14,100.0,CUST-017,WH-01
2025-10-01,A-500,14,100.0,CUST-003,WH-01
2025-10-01,A-500,12,100.0,CUST-008,WH-01
2025-10-01,A-500,9,100.0,CUST-012,WH-01
2025-10-01,A-500,11,100.0,CUST-019,WH-01
2025-11-01,A-500,18,100.0,CUST-001,WH-01
2025-11-01,A-500,9,100.0,CUST-017,WH-01
2025-11-01,A-500,7,100.0,CUST-018,WH-01
2025-11-01,A-500,10,100.0,CUST-020,WH-01
2025-12-01,A-500,13,100.0,CUST-003,WH-01
2025-12-01,A-500,11,100.0,CUST-006,WH-01
2025-12-01,A-500,19,100.0,CUST-007,WH-01
2025-12-01,A-500,11,100.0,CUST-014,WH-01
2026-01-01,A-500,12,100.0,CUST-009,WH-01
2026-01-01,A-500,11,100.0,CUST-012,WH-01
2026-01-01,A-500,13,100.0,CUST-014,WH-01
2026-01-01,A-500,10,100.0,CUST-016,WH-01
2026-02-01,A-500,14,100.0,CUST-004,WH-01
2026-02-01,A-500,10,100.0,CUST-009,WH-01
2026-02-01,A-500,11,100.0,CUST-016,WH-01
2026-02-01,A-500,13,100.0,CUST-018,WH-01
2026-03-01,A-500,20,100.0,CUST-006,WH-01
2026-03-01,A-500,7,100.0,CUST-009,WH-01
2026-03-01,A-500,12,100.0,CUST-016,WH-01
2026-03-01,A-500,13,100.0,CUST-018,WH-01
2026-04-01,A-500,14,100.0,CUST-009,WH-01
2026-04-01,A-500,12,100.0,CUST-012,WH-01
2026-04-01,A-500,13,100.0,CUST-018,WH-01
2026-04-01,A-500,8,100.0,CUST-019,WH-01
2026-05-01,A-500,11,100.0,CUST-003,WH-01
2026-05-01,A-500,10,100.0,CUST-014,WH-01
2026-05-01,A-500,8,100.0,CUST-016,WH-01
2026-05-01,A-500,14,100.0,CUST-019,WH-01
2026-06-01,A-500,14,100.0,CUST-001,WH-01
2026-06-01,A-500,9,100.0,CUST-008,WH-01
2026-06-01,A-500,12,100.0,CUST-013,WH-01
2026-06-01,A-500,11,100.0,CUST-020,WH-01
2026-07-01,A-500,13,100.0,CUST-002,WH-01
2026-07-01,A-500,13,100.0,CUST-009,WH-01
2026-07-01,A-500,12,100.0,CUST-016,WH-01
2026-07-01,A-500,17,100.0,CUST-017,WH-01
2026-08-01,A-500,13,100.0,CUST-003,WH-01
2026-08-01,A-500,23,100.0,CUST-004,WH-01
2026-08-01,A-500,6,100.0,CUST-017,WH-01
2026-08-01,A-500,9,100.0,CUST-020,WH-01
2026-09-01,A-500,10,100.0,CUST-003,WH-01
2026-09-01,A-500,16,100.0,CUST-011,WH-01
2026-09-01,A-500,7,100.0,CUST-015,WH-01
2026-09-01,A-500,18,100.0,CUST-018,WH-01
2024-10-01,A-600,22,100.0,CUST-003,WH-01
2024-10-01,A-600,19,100.0,CUST-004,WH-01
2024-10-01,A-600,17,100.0,CUST-005,WH-01
2024-10-01,A-600,16,100.0,CUST-015,WH-01
2024-11-01,A-600,14,100.0,CUST-001,WH-01
2024-11-01,A-600,14,100.0,CUST-010,WH-01
2024-11-01,A-600,21,100.0,CUST-011,WH-01
2024-11-01,A-600,17,100.0,CUST-016,WH-01
2024-12-01,A-600,12,100.0,CUST-007,WH-01
2024-12-01,A-600,15,100.0,CUST-009,WH-01
2024-12-01,A-600,27,100.0,CUST-019,WH-01
2024-12-01,A-600,24,100.0,CUST-020,WH-01
2025-01-01,A-600,15,100.0,CUST-002,WH-01
2025-01-01,A-600,17,100.0,CUST-004,WH-01
2025-01-01,A-600,24,100.0,CUST-012,WH-01
2025-01-01,A-600,17,100.0,CUST-013,WH-01
2025-02-01,A-600,20,100.0,CUST-004,WH-01
2025-02-01,A-600,17,100.0,CUST-011,WH-01
